100,334,79,114,141,09.5,07.5,1000
200,712,155,230,328,19.5,17.5,2000
300,1055,223,331,501,29.5,27.5,3000
400,1393,290,432,671,39.5,37.5,4000
500,1906,399,592,916,49.5,47.5,5000
600,2236,464,690,1084,59.5,57.5,6000
700,2529,521,774,1236,69.5,67.5,7000
800,2813,576,855,1383,79.5,77.5,8000
900,3107,631,942,1536,89.5,87.5,9000
1000,3619,742,1100,1778,99.5,97.5,10000
